year,country,hospital,equipment,oem,model,sn,fix,result,notes
2018,Uganda,Mengo Hospital/ KAMPALA,patient monitor,GE medical systems information technology,Dash 3000/4000/5000,SD008505558GA,Other,Abandoned,
2018,Uganda,Mengo Hospital/ KAMPALA,patient monitor,mediana,1920.0,104314030001.0,Other,Abandoned,has problem with bp  measurements
2018,Uganda,Mengo Hospital/ KAMPALA,aspirator/suction machine,being,,BES-90308,Electric Simple,Abandoned,suction machine; the relay switch is broken
2018,Uganda,Mengo Hospital/ KAMPALA,oxygen concentrator,Devilbiss,,,Installation/Training,Repaired,serviced machine
2018,Uganda,Mengo Hospital/ KAMPALA,oxygen concentrator,Devilbiss,515AKS,A545333KS,Electric Simple,Repaired,"the female power input connecter was disconnected, also the filters were dirty"
2018,Uganda,Mengo Hospital/ KAMPALA,washing machine,LG,FH2G7QDY5,804EWUU01902,Other,Repaired,installed the brand new waching machine
2018,Uganda,Mengo Hospital/ KAMPALA,aspirator/suction machine,M.G. Electric,MQ25,8375166.0,Mechanical Simple,Repaired,the vacuum regulator had a loose bolt
2018,Uganda,Mengo Hospital/ KAMPALA,patient monitor,mediana,,104314050002.0,,Abandoned,"originally bp  did not work, but temporarily fixed that as there was a loosd connection, but afterward the device would not start at all"
2018,Uganda,Mengo Hospital/ KAMPALA,aspirator/suction machine,M.G. Electric,MQ25,,Mechanical Simple,Repaired,needed to tighten screw in the motor windings
2018,Uganda,Mengo Hospital/ KAMPALA,ecg machine,mediana,YM406i,MD094150800961,Mechanical Simple,Repaired,"the spool for the printer was missing, so created a replacement"
2018,Uganda,Mengo Hospital/ KAMPALA,ventilator,puritan bennet,802 BPS,816003004.0,Installation/Training,Repaired,installed this ventilator as new device in hospital
2018,Uganda,Mengo Hospital/ KAMPALA,"blood pressure device, automatic (NIBP)",reister,e-mega,14609167.0,Mechanical Simple,Repaired,needed to be recalibrated to zero
2018,Uganda,Mengo Hospital/ KAMPALA,"blood pressure device, automatic (NIBP)",omron,M10-IT,20121008054LF,Mechanical Simple,Repaired,needed a new cuff and connector tubing
2018,Uganda,Mengo Hospital/ KAMPALA,oxygen concentrator,Devilbiss,,A832742KS,Mechanical Simple,Repaired,female connector was disconnected
2018,Rwanda,,Infant Incubator,"Beijing Julongsanyou Technology Co., Ltd",B-2000,20002E10191,Power Supply,Repaired,"Power supply was presented to us as simply having a broken switch. When we took off the cover, one wire leading to the switch was found to be badly corroded and stuck. This connection was unsalvagable and a different switch was taken from an incubator that was too far gone to fix. A few connections were found to have come unsoldered and were resoldered. The switch had been rewired previously and the connections did not yield any power, so we rewired with the new switch. The power supply now works and the incubator is now in service."
2018,Rwanda,,Infant Warmer,Ohmeda Medical,Ohio Infant Warmer System,HCCN50025,Installation/Training,Repaired,"Warmer was not being used because the alarm would go off when the temperature setting was increased. This alarm was found to be the 'patient temperature' alarm, which activates whenever the patient temperature is +/- 1 degree from the set temperature. When the set temperature is changed more than 1 degree, the alarm should be expected to go off and then cease when the patient temperature has stablilized at the set temperature. We explained this to the nurse after checking all temperature settings and returned the warmer back to neonatology."
2018,Rwanda,,Amalgamator,Crescent,S-2000,2652,Other,Abandoned,"Amalgamator was set for 110 V and plugged into a 220 V outlet, causing damage to the transformer."
2018,Rwanda,,Medical Suction Kit,Michiels SA-Belguim,AP-100940-D,,Electric Simple,Repaired,
2018,Rwanda,,Infant Incubator,"Beijing Julongsanyou Technology Co., Ltd",B-2000,20002E10189,Installation/Training,Repaired,
2018,Rwanda,,Patient Monitor,General Electric,Dash 2500,SCG10061734WA,Power Supply,Repaired,
2018,Rwanda,,Patient Monitor,General Electric,Dash 2500,SCG10071975WA,Power Supply,Repaired,
2018,Rwanda,,Patient Monitor,General Electric,Dash 2500,SCG10071964WA,Other,Repaired,
2018,Rwanda,,Patient Monitor,General Electric,Dash 2500,SCG10051712WA,Other,Repaired,
2018,Rwanda,,Infant Warmer,Ohmeda Medical,Ohio Infant Warmer System,HCCN50025,Installation/Training,Repaired,"Nurse was not putting the probe inside the incubator, causing the skin temp alarm to go off."
2018,Rwanda,,Infant Incubator,"Beijing Julongsanyou Technology Co., Ltd",B-2000,20002E10191,,,
2018,Rwanda,,Oxygen Concentrator,Devilbiss,Sunrise,,Other,Abandoned,Motor was broken
2018,Rwanda,,Oxygen Concentrator,Devilbiss,Sunrise,,Other,Abandoned,Motor was broken
2018,Rwanda,,Oxygen Concentrator,Devilbiss,Sunrise,,Other,Abandoned,Zeolite canisters spent
2018,Rwanda,,Oxygen Concentrator,Devilbiss,Sunrise,,Other,Abandoned,Zeolite canisters spent
2018,Rwanda,,Oxygen Concentrator,Devilbiss,Sunrise,,Other,Abandoned,Zeolite canisters spent
2018,Rwanda,,Medical Suction Kit,CA-MI,New Hospivac 350,1102C32,Power Supply,Repaired,Poor power connection
2018,Rwanda,,Suction Machine,Respironics,Everflo,117584.0,Other,Repaired,"In storage, worked when plugged in"
2018,Rwanda,,Respirator,Ohio Medical Products,Hope,53707.0,Other,Repaired,"In storage, was brand new"
2018,Rwanda,,Medical Suction Kit,Michiels SA-Belguim,AP-100940-D,,Power Supply,,Needed new tubing
2018,Rwanda,,Infant Radiant Warmer,Phonenix Medical Systems,NWS 101,2536.0,,,
2018,Rwanda,,Pulse Oximeter,Devon,OP 68,,Power Supply,Repaired,Needed new batteries
2018,Rwanda,,Pulse Oximeter,Devon,OP 68,,Electric Simple,Repaired,Rewired probe
2018,Rwanda,,Infant Warmer,Phonenix Medical Systems,Infant Radiant Warmer,4083.0,Other,Abandoned,Too few volts getting to the heating element
2018,Rwanda,,CPAP Machine,Fisher & Paykel,HC221JHU,20606013924.0,Other,Repaired,User error
2018,Rwanda,,Infant Incubator,Ohmeda,HDFP50022,6600-0601-802,Other,Repaired,User Error
2018,Rwanda,,Oxygen Concentrator,Invacare,,12DSZ790384IRC5PO2VAW,"Mechanical Simple, Other",Repaired,Clogged Filter
2018,Rwanda,,Microscope,Olympus Corporation,CX21FS1,8F11161,Other,Repaired,User Error
2018,Rwanda,,Microscope,Olympus Optical Co,CH20BIMF200,1F19485,Electric Simple,Repaired,Bulb error
2018,Rwanda,,Microscope,Olympus Corporation,CX21LEDFS1,OC81851,Other,Repaired,User Error
2018,Rwanda,,Microscope,Advanced Research Microscope,28751.0,,Electric Simple,Repaired,Bulb error
2018,Rwanda,,Microscope,Fisher Micromaster,12-561-4B,G0104-0024-0006,Electric Simple,,Bulb Error
2018,Rwanda,,Coagulation Analyzer,Biolabo Diagnostics,,510385.0,Power Supply,Repaired,Cord did not fit
2018,Rwanda,,Microscope,Leica,020-505.030,157522.0,Electric Simple,Repaired,Bulb error
2018,Rwanda,,Microscope,Olympus Corporation,CX21FS1,8J09472,Other,Repaired,User Error
2018,Rwanda,,Infant Incubator,Ohmeda Medical,6600-0275-902,HDEP50023,Other,Repaired,Temperature probe not on infant
2018,Rwanda,,Infant Warmer,Phonenix Medical Systems,NRC 100,2612.0,Other,Repaired,Temperature probe not on infant
2018,Rwanda,,Infant Warmer,Phonenix Medical Systems,NRC 100,2616.0,Other,Repaired,Temperature probe not on infant
2018,Tanzania,KCMC / Moshi,Infusion pumps,Alaris,IVAC TIVA,6002-11319,Installation/Training,Repaired,The hospital does not have syenges as indicated by the manual.  The staff had attempted to calibrate the machine to new syrengines which had messed with the ability to detect the size of syrneges properly.  We recalibrated the machine and tested different settings for estimating the size of new syrenges.  We followed up with our training to the engineers and nurses.
2018,Tanzania,KCMC / Moshi,Infusion pumps,Alaris,IVAC TIVA,6002-11334,Installation/Training,Repaired,^Same
2018,Tanzania,KCMC / Moshi,Infusion pumps,Alaris,IVAC TIVA,6002-17652,Power Supply,Repaired,"^^Same.  Additionally, the 6V battery had been run down as to cause the alarm to sound frequently.  Battery was recharged using variable power supply."
2018,Tanzania,KCMC / Moshi,Infusion pumps,Alaris,IVAC TIVA,6002-11299,Other,Abandoned,Machine refused to turn on when provided with a power supply and a nearly fully charged backup battery.  Machine was opened but no obvious problems (especially related to power supply) we found.
2018,Tanzania,KCMC / Moshi,Infusion pumps,Alaris,IVAC TIVA,6006002-11292,Other,Abandoned,"Machine reads Error 5 Ram and beeps loudly when powering on.  After consulting the user's manual and attempting all the steps recommended to no avail, the device was abandoned."
2018,Tanzania,KCMC / Moshi,Finger Probes,unknown,unknown,unknown,Power Supply,Repaired,Finger Probes were tested and found to be working.  The problem resulted from a defective machine rather than any one individual probe.  Defective Machine was discarded.
2018,Tanzania,KCMC / Moshi,Finger Probes,unknown,unknown,unknown,Power Supply,Repaired,Finger Probes were tested and found to be working.  The problem resulted from a defective machine rather than any one individual probe.  Defective Machine was discarded.
2018,Tanzania,KCMC / Moshi,Finger Probes,unknown,unknown,unknown,Power Supply,Repaired,Finger Probes were tested and found to be working.  The problem resulted from a defective machine rather than any one individual probe.  Defective Machine was discarded.
2018,Tanzania,KCMC / Moshi,Finger Probes,unknown,unknown,unknown,Power Supply,Repaired,Finger Probes were tested and found to be working.  The problem resulted from a defective machine rather than any one individual probe.  Defective Machine was discarded.
2018,Tanzania,KCMC / Moshi,Finger Probes,unknown,unknown,unknown,Power Supply,Repaired,Finger Probes were tested and found to be working.  The problem resulted from a defective machine rather than any one individual probe.  Defective Machine was discarded.
2018,Tanzania,KCMC / Moshi,Finger Probes,unknown,unknown,unknown,Power Supply,Repaired,Finger Probes were tested and found to be working.  The problem resulted from a defective machine rather than any one individual probe.  Defective Machine was discarded.
2018,Tanzania,KCMC / Moshi,Finger Probes,unknown,unknown,unknown,Power Supply,Repaired,Finger Probes were tested and found to be working.  The problem resulted from a defective machine rather than any one individual probe.  Defective Machine was discarded.
2018,Tanzania,KCMC / Moshi,Finger Probes,unknown,unknown,unknown,Power Supply,Repaired,Finger Probes were tested and found to be working.  The problem resulted from a defective machine rather than any one individual probe.  Defective Machine was discarded.
2018,Tanzania,KCMC / Moshi,"Blood Pressure Device, Automatic (NIBP)",Geratherm Medical AG,GT-868UF Geratherm easy med,170-6054789,Power Supply,Repaired,4 AA Batteries replaced.  Defective cuff was discared
2018,Tanzania,KCMC / Moshi,"Blood Pressure Device, Automatic (NIBP)",Geratherm Medical AG,GT-868UF Geratherm easy med,170-6054791,Mechanical Simple,Repaired,Error resulting from defective cuff.  Cuff was discarded and replaced with a new one.
2018,Tanzania,KCMC / Moshi,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",unknwon,unknown,unknown,Mechanical Simple,Repaired,Blood pressure gauge had upsidedown dial.  Rotated 180 degrees and tested to confirm it works.
2018,Tanzania,KCMC / Moshi,Distiller,Jiaxing Zhongxing Medical Instruments,YNZD-5,17120228.0,Installation/Training,Repaired,"At M hospital, we installed a new water distilation machine and led a lab staff training in its proper usage and provided a guide."
2018,Tanzania,KCMC / Moshi,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",unknown,unknown,unknown,Mechanical Simple,Repaired,Blood pressure gauge needed to be calibrated.  After calibration tubing had small leak so leak was exorcised from the tube.
2018,Tanzania,KCMC / Moshi,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",Riesters,Diplomat-presameter,14025-5772,Mechanical Simple,Repaired,Calibration
2018,Tanzania,KCMC / Moshi,Infusion pumps,Alaris,IVAC TIVA,6002-11310,Other,Repaired,Calibrate and verify pump is working at proper rate.
2018,Tanzania,KCMC / Moshi,Infusion pumps,Alaris,IVAC TIVA,6002-16925,Other,Repaired,Calibrate and verify pump is working at proper rate.
2018,Tanzania,KCMC / Moshi,Infusion pumps,Alaris,IVAC TIVA,6002-10858,Other,Repaired,Calibrate and verify pump is working at proper rate.
2018,Tanzania,KCMC / Moshi,Infusion pumps,Alaris,IVAC TIVA,6002-11353,Other,Repaired,Calibrate and verify pump is working at proper rate.
2018,Tanzania,KCMC / Moshi,Infusion pumps,Alaris,IVAC TIVA,6002-11280,Motor,Repaired,Replace the motor using a the motor from an equivalent but unsalvagabe pump. Calibrate and verify pump is working at proper rate.
2018,Tanzania,KCMC / Moshi,"Blood Pressure Device, Automatic (NIBP)",CIGA Healthcare LTD,SLD3-107,900303361.0,Plumbing,Abandoned,Tube connector is broken and unsalvagable.
2018,Tanzania,KCMC / Moshi,"Blood Pressure Device, Automatic (NIBP)",Little Doctor Electronic,LD3,1300302515.0,Power Supply,Repaired,Replace batteries and tested accuracy of readings
2018,Tanzania,KCMC / Moshi,"Blood Pressure Device, Automatic (NIBP)",Little Doctor Electronic,LD3,1300302510.0,Power Supply,Repaired,Replace batteries and tested accuracy of readings
2018,Tanzania,KCMC / Moshi,"Blood Pressure Device, Automatic (NIBP)",A&D Instruments,UA-767,5071100536.0,Plumbing,Abandoned,Tube connector is broken and unsalvagable.
2018,Tanzania,KCMC / Moshi,"Blood Pressure Device, Automatic (NIBP)",Contec Medical Systems,CONTEC 08A,23AA010453,Power Supply,Repaired,Replace batteries and tested accuracy of readings
2018,Tanzania,KCMC / Moshi,Incubator (infant),Air-Shields Vickers,TX100-1E,C 0857,Installation/Training,Repaired,Discovered abandoned.  Tested and confirmed working.  Serious coat of elbow grease applied.  Sponge above heating element (for humidification) was found fossilized and needed replacement.  Returned to pediatrics.
2018,Tanzania,KCMC / Moshi,Ventilator,Puritan-Bennet Corporation,7200Series - 20022,,Other,Repaired,"Discovered abandoned. Cleaned, pained, and refurbished to return to Surgical ICU."
2018,Tanzania,KCMC / Moshi,Ventilator,Puritan-Bennet Corporation,7200Series - 20022,,Other,Repaired,"Discovered abandoned. Cleaned, pained, and refurbished to return to Surgical ICU."
2018,Tanzania,KCMC / Moshi,Ventilator,Puritan-Bennet Corporation,7200Series - 20022,,Other,Abandoned,Discovered abandoned. Internal circuit board errors rendered useless.
2018,Tanzania,KCMC / Moshi,Ventilator,Puritan-Bennet Corporation,7200Series - 20022,,Other,Abandoned,Discovered abandoned. Internal circuit board errors rendered useless.
2018,Tanzania,KCMC / Moshi,Ventilator,Puritan-Bennet Corporation,840 Ventilator System,3510021702.0,Power Supply,Repaired,Mounted a transformer permentally to the base using a custom mont.
2018,Tanzania,KCMC / Moshi,Other,Saw (no brand given),,,Motor,Repaired,Jammed and worn brushes from a DC motor.  Jam removed brushes replaced
2018,Tanzania,KCMC / Moshi,"Lamp, surgical",unknown,unknown,unknown,Mechanical Simple,Repaired,Glass lens was brought into the shop.  A piece that attaches the lens to its mount had been broken off.  Super glued and returned to the owner.
2018,Tanzania,KCMC / Moshi,Infusion pumps,IMED,1325DR,3472783.0,Other,Abandoned,When powered on the device constantly let out an alarm.  All attempts to reset proved ineffective.
2018,Tanzania,KCMC / Moshi,Infusion pumps,IMED,1325DR,3331704.0,Other,Abandoned,Inability to continually power on even after fuse replacement.  Circuit board problems but unable to locate root.
2018,Tanzania,KCMC / Moshi,Other,Blender (no brand given),,,Mechanical Simple,Repaired,Replaced motor from second blender.
2018,Tanzania,KCMC / Moshi,Infusion pumps,IMED,1325DR,3544782.0,Other,Abandoned,Unable to power on.  Components are receiving power internally but the screen does not respond.  This suggests circuit board issues.
2018,Tanzania,KCMC / Moshi,Pulse Oximeter,Acare Technology Co,AH-M1,unknown,Electric Simple,Repaired,Nurse reporter that it occassionally works.  A broken wire was re-soldered.  Tested in different environments and concluded that going outside registers as an error and advised nurse to be careful of too bright lighting effecting the sensor.
2018,Tanzania,KCMC / Moshi,Incubator (infant),Isolette,c450H-3,ZH01976,Electric Simple,Repaired,Error 006 when powered on.  Battery recharged and error signs stopped.  Tested heat effectiveness.
2018,Tanzania,KCMC / Moshi,Other,Secondary Project,Lighting,,Electric Simple,Repaired,Designed and established the backup power supply.
2018,Tanzania,KCMC / Moshi,Glucose level kit (or glucometer),GlucoPlus Inc.,Blood Glucose Meter,0278511,Power Supply,Repaired,"Dead battery, replaced."
2018,Tanzania,KCMC / Moshi,"Blood Pressure Device, Automatic (NIBP)",Geratherm Medical AG,Desktop 2.0,88190687.0,Electric Simple,,Electrical wirings need rewiring.
2018,*country,,1.0,Oxygen Concentrator,,,Installation/Training,"Repaired, Abandoned",
2018,*country,,2.0,Oxygen Concentrator,Nidek Medical,Nuvo Mark 5,,Repaired,1.0
2018,*country,,3.0,"Furniture (chairs, tables, and beds)",,,Power Supply,"Repaired, Abandoned",
2018,*country,,4.0,Scales (laboratory and in wards),Axiom GmbH,"Akazeinweg 41 A,41334 Nettetal",,"Repaired, Abandoned",1.0
2018,*country,,5.0,Oxygen Concentrator,Nidek Medical,Nuvo Mark 5,Installation/Training,"Repaired, Abandoned",
2018,*country,,6.0,Scales (laboratory and in wards),Wuxi Weigher Factory Co. Ltd,,Plumbing,"Repaired, Abandoned",1.0
2018,*country,,7.0,Microscope ,Carl Zeiss,Primo Star iLED,"Plumbing, Installation/Training","Repaired, Abandoned",
2018,*country,,8.0,"Furniture (chairs, tables, and beds)",,,Power Supply,"Repaired, Abandoned",
2018,*country,,9.0,Other,BD,BD Facscount Pipette,,Repaired,1.0
2018,*country,,10.0,Other,Myounus,,Installation/Training,"Repaired, Abandoned",
2018,*country,,11.0,Thermometers,Geratherm Medical AG,Geratherm non-contact forehead infrared,"Plumbing, Installation/Training","Repaired, Abandoned",
2018,*country,,12.0,"Blood Pressure Device, Automatic (NIBP)",Life Brand,7482.0,"Plumbing, Installation/Training","Repaired, Abandoned",
2018,*country,,13.0,"Autoclave (lab, surgery, and other)",,,Other,"Repaired, Abandoned",
2018,*country,,14.0,Automatic Voltage Regulator,Tronic,SVC-1000VA,Mechanical Simple,"Repaired, Abandoned",
2018,*country,,15.0,Microscope ,,,Power Supply,Repaired,
2018,*country,,16.0,Microscope ,,,Power Supply,Repaired,
2018,*country,,17.0,Microscope ,,,Power Supply,Repaired,
2018,*country,,18.0,"Blood Pressure Device, Manual (Sphygmomanometer) (Fixed or portable)",,,Power Supply,Repaired,
2018,*country,,19.0,"Blood Pressure Device, Automatic (NIBP)",,,,"Repaired, Abandoned",1.0
2018,*country,,20.0,X-Ray Film View Box,Liper,HSD.LD,"Plumbing, Other","Repaired, Abandoned",
2018,*country,,21.0,Other,Tronic,,Mechanical Simple,"Repaired, Abandoned",
2018,*country,,22.0,Other,Myounus,,Other,"Repaired, Abandoned",
2018,*country,,23.0,Other,N/A,N/A,"Plumbing, Other","Repaired, Abandoned",
2018,*country,,24.0,Other,N/A,N/A,"Plumbing, Other","Repaired, Abandoned",
2018,*country,,25.0,Other,Luxel,,Power Supply,"Repaired, Abandoned",
2018,*country,,26.0,Oxygen Concentrator,,,"Plumbing, Power Supply","Repaired, Abandoned",
2018,*country,,27.0,Other,,,Other,Repaired,
2018,*country,,28.0,Thermometers,?,BT-A1 1 CN,Plumbing,Repaired,
2018,*country,,29.0,Stethoscopes,Medical Device Company (mdc),,Power Supply,Repaired,
2018,*country,,30.0,Stethoscopes,?,,Power Supply,"Repaired, Abandoned",
2018,*country,,31.0,Scales (laboratory and in wards),Wuxi Weigher Factory Co. Ltd,,"Plumbing, Other","Repaired, Abandoned",
2018,*country,,32.0,Centrifuge,,,Installation/Training,"Repaired, Abandoned",
2018,*country,,33.0,Other,,,Power Supply,"Repaired, Abandoned",
2018,*country,,34.0,"Autoclave (lab, surgery, and other)",,,Power Supply,Repaired,
2018,*country,,35.0,"Lamp, examination",Hanalux,Hanalux Blue 30,Other,"Repaired, Abandoned",
2018,*country,,36.0,Oxygen Concentrator,,,Power Supply,Repaired,
2018,*country,,37.0,Other,,,Mechanical Simple,"Repaired, Abandoned",
2018,*country,,38.0,Iron (for clothing),,,Installation/Training,"Repaired, Abandoned",
2018,*country,,39.0,Other,,,Power Supply,"Repaired, Abandoned",
2018,*country,,40.0,Other,,,Electric Simple,Repaired,
2018,*country,,41.0,"Lamp, examination",,KS-Q35,Mechanical Simple,"Repaired, Abandoned",
2018,*country,,42.0,Otoscopes,Riester,,,"Repaired, Abandoned",1.0
2018,*country,,43.0,"Blood Pressure Device, Automatic (NIBP)",Omron,M2(HEM-7121-E),"Plumbing, Power Supply","Repaired, Abandoned",
2018,*country,,44.0,"Blood Pressure Device, Automatic (NIBP)",Beurer,BM40,,"Repaired, Abandoned",1.0
2018,Uganda,Masaka Regional Referral Hospital,Oxgen concentrator wall mount,Airsep,FM069 (Sureflow),E9022343,Plumbing,Repaired,wall mount. Not all pressure gauges worked. Replaced broken ones with spares
2018,Uganda,Masaka Regional Referral Hospital,Suction Pump,MGE Worldwide,Sam 14,,"Mechanical Simple, Installation/Training",Repaired,User error- suction valve open incorrectly. Cleaned. Torn rubber seal
2018,Uganda,Masaka Regional Referral Hospital,oxygen concentrator,DeVilbiss,REF525KS-033,F624310KS,Motor,Repaired,Compressor issues. Cleaned and replaced pump
2018,Uganda,Masaka Regional Referral Hospital,Microscope,Scan Optics,SO-111SZ,9021901.0,Power Supply,Repaired,Switched out the power supply for a new one
2018,Uganda,Masaka Regional Referral Hospital,Transformer,IEKO,SVC-500W,,Other,Abandoned,Decommissioned- damaged beyond repair
2018,Uganda,Masaka Regional Referral Hospital,Transformer,IEKO,SVC1500W,,Installation/Training,Repaired,Serviced and cleaned
2018,Uganda,Masaka Regional Referral Hospital,Autoclave,Mednif,270028.0,YXQSG41.280B,Other,Abandoned,Leak in the steel. Decommissioned for safety
2018,Uganda,Masaka Regional Referral Hospital,Scales,Seca,724.0,,Other,Abandoned,Missing many crucial components
2018,Uganda,Masaka Regional Referral Hospital,Scales,Seca,725 102 1009,2725171112480.0,Electric Simple,Abandoned,Blown power board
2018,Uganda,Masaka Regional Referral Hospital,Theatre lights x4,Million Light,HM805,110911.0,Plumbing,Repaired,Light bulbs needed replacing 
2018,Uganda,Masaka Regional Referral Hospital,Infusion Pump,Meditech,P600,B062,Installation/Training,Repaired,"Calibrated, user training executed"
2018,Uganda,Masaka Regional Referral Hospital,Electrosurgical Unit,Mizuho Ika Kogyo,TRC-1500B,15900B2201363,"Power Supply, Installation/Training",Abandoned,Does not turn on. Entire patient plate connection is missing. Was not able to finish working on it but the engineer has experience
2018,Uganda,Masaka Regional Referral Hospital,Electrosurgical Unit,LED SpA,Surton 380HP,1110849199.0,Installation/Training,Abandoned,Turns on but cutting function does not work - suspected broken patient plate. Was not able to finish working on it but the engineer has experience
2018,Uganda,Masaka Regional Referral Hospital,Theatre Lights,Million Light,HM805,110911.0,Electric Simple,Repaired,Bulbs replaced
2018,Uganda,Masaka Regional Referral Hospital,Pulse Oximeter,Edan,H100B,316031-M13B07460040,Installation/Training,Repaired,Error - not correctly connected. Replaced batteries
2018,Uganda,Masaka Regional Referral Hospital,Infusion Pump,Samtronic,ST1000,40557L/11,Installation/Training,Abandoned,Drop sensor is broken. Cannot function without a new one
2018,Uganda,Masaka Regional Referral Hospital,Scales,Seca,835.0,612032.0,Mechanical Simple,Repaired,"Battery leak, oxidation on battery holder. Sanded connection points to remove oxidation. "
2018,Uganda,Masaka Regional Referral Hospital,Doppler,Wallach Surgical,L250,4140927.0,,Repaired,Faulty battery. Replaced and tested
2018,Uganda,Masaka Regional Referral Hospital,Voltage Converter,Newstar,SVC-1500W,GS201003SB012549,Electric Simple,Repaired,"Neutral Wire Disconnected: reconnected, Transformer Coil didn't rotate. Plug needed replacing"
2018,Uganda,Masaka Regional Referral Hospital,Automatic Voltage Stabiliser,Leen Hitech,91L16,13083470.0,Electric Simple,Repaired,"No plug, Switch broken, voltmeter is faulty- diode is broken"
2018,Uganda,Masaka Regional Referral Hospital,Dental Chair Unit,Aidee,4200minitrol,4200C51794,Electric Simple,,"Pedal Broken, Disconnected Signal Plugs"
2018,Uganda,Masaka Regional Referral Hospital,Oxygen Concentrator,DeVilbiss,REF525KS-033,,Mechanical Simple,Repaired,Detached tube- reattached and cleaned
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure cuff,Electrogenesis,,,,Abandoned,Leak in the pressure gauge. 
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure cuff,Zayo Sigma,BP-102N,ISO13485,"Mechanical Simple, Power Supply",Repaired,"Faulty cuff, needs a power source - incompatible batteries. Fixed"
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure cuff,Zayo Sigma,BP-102N,ISO13486,"Mechanical Simple, Power Supply",Repaired,"Cuff connection valve is cracked. Need to find replacement or decommission. Faulty cuff, needs a power source - incompatible batteries. Fixed"
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure cuff,Zayo Sigma,BP-102N,ISO13487,"Mechanical Simple, Power Supply",Repaired,"Cuff connection valve is cracked. Need to find replacement or decommission. Faulty cuff, needs a power source - incompatible batteries. Fixed but requires a new cuff"
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure cuff,Zayo Sigma,BP-102N,ISO13488,,Repaired,"Cuff connection valve is cracked. Need to find replacement or decommission. Faulty cuff, needs a power source - incompatible batteries. Fixed but requires a new cuff"
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure cuff,Zayo Sigma,BP-102N,ISO13489,"Mechanical Simple, Power Supply",Repaired,"Cuff connection valve is cracked. Need to find replacement or decommission. Faulty cuff, needs a power source - incompatible batteries. Fixed but requires a new cuff"
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure cuff,Zayo Sigma,BP-102N,ISO13490,"Mechanical Simple, Power Supply",Abandoned,"Cuff connection valve is cracked. Need to find replacement or decommission. Faulty cuff, needs a power source - incompatible batteries."
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure cuff,Zayo Sigma,BP-102N,ISO13491,,Abandoned,"Cuff connection valve is cracked. Need to find replacement or decommission. Faulty cuff, needs a power source - incompatible batteries"
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure cuff,Zayo Sigma,BP-102N,ISO13492,"Mechanical Simple, Power Supply",Abandoned,"Cuff connection valve is cracked. Need to find replacement or decommission. Faulty cuff, needs a power source - incompatible batteries"
2018,Uganda,Masaka Regional Referral Hospital,Power adapter,ITE Power Supply,GEO061T-0610,1210-0000603,Mechanical Simple,Repaired,6V power adapter. Was in pieces. Epoxy back together
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure cuff,Meder, Medel Display REF.91865,440909112.0,"Mechanical Simple, Power Supply",Repaired,Shows an error when inflating the cuff. Might have an incompatible cuff. Cracked tube- replaced it with a spare
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure cuff,LD3,1200301256.0,,Power Supply,Repaired,Needs new batteries
2018,Uganda,Masaka Regional Referral Hospital,Suction Pump,JMAG,YX9400,IF.063,,Repaired,Serviced and cleaned. One screw is completely stripped so cannot access motor 
2018,Uganda,Masaka Regional Referral Hospital,Power adapter,ITE Power Supply,GEO061T-0610,1210-0000360,,Repaired,"Cable casing was broken, taped back together"
2018,Uganda,Masaka Regional Referral Hospital,Power cord,-,-,-,Electric Simple,Repaired,Missing plug
2018,Uganda,Masaka Regional Referral Hospital,Suction Pump,MGE Worldwide,Sam 14,0311-0780,,Repaired,"Servicing, cleaning"
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure machine,Terumo,ES-P2100,51205.0,Power Supply,Repaired,Missing power adapter
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure machine,Zayo Sigma,TEXJ-10,201406.0,Other,Abandoned,Mercury is missing from the gauge
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure machine,Welch Allyn,OS25,200834846.0,Power Supply,Repaired,Batteries needed replacing
2018,Uganda,Masaka Regional Referral Hospital,Suction Pump,MGE Worldwide,Sam 14,0311-0781,Mechanical Simple,Repaired,"Missing suction pipe, handles on jugs are broken, cleaned and serviced, jugs stuck together"
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure machine,Scian,LD7,,,Repaired,Broken valve
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure machine,Scian,LD578A,,,Repaired,Leak in the cuff
2018,Uganda,Masaka Regional Referral Hospital,Blood pressure machine,Scian,LD578A,,,Repaired,Leak in the cuff
